park_name,park_code,State,Latitude,Longitude,Acres,category,common_names,scientific_name,observations,conservation_status
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Attenuate Barbilophozia,Barbilophozia attenuata,101,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"American Wild Carrot, Rattlesnake Carrot, Rattlesnake Weed, Southwest Wild Carrot",Daucus pusillus,251,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Fish,Whitetail Shiner,Cyprinella galactura,115,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Smooth Brome,Bromus inermis var. inermis,270,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Fox-Glove, Purple Foxglove",Digitalis purpurea,177,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Purple Foxglove,Digitalis purpurea,177,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"High Mountain Cinquefoil, Mount Rainier Cinquefoil",Potentilla flabellifolia,116,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Appalachian Joe-Pye-Weed,Eupatorium steelei,81,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Zygodon Moss,Zygodon viridissimus var. rupestris,210,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bosc's Witchgrass, Panic Grass",Dichanthelium boscii,53,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Brachythecium Moss,Brachythecium rutabulum,153,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Cranberry,Vaccinium macrocarpon,60,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Alaska Oniongrass,Melica subulata,129,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Black Maple,Acer nigrum,110,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Mt. Hood Pussypaws, Umbellate Pussypaws",Cistanthe umbellata,238,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Knotweed,Polygonum amphibium var. emersum,82,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Colored Smartweed, Devil's Shoestring, Longroot Smartweed, Swamp Smartweed, Tanweed",Polygonum amphibium var. emersum,82,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Foxtail,Setaria faberi,80,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Douglas' Thistle,Cirsium douglasii var. breweri,189,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Shasta Sedge,Carex straminiformis,88,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,White Prairie Aster,Symphyotrichum falcatum var. commutatum,261,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Stinkgrass,Eragrostis cilianensis,158,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Candy Grass, Lovegrass, Stink Grass, Stinkgrass, Strongscented Lovegrass",Eragrostis cilianensis,158,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Mall's Black Snakeroot, Small's Sanicle",Sanicula smallii,153,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Variegated Horsetail, Variegated Scouringrush, Variegated Scouring-Rush",Equisetum variegatum,141,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Spanish-Needles,Bidens bipinnata,93,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Chickory, Chicory",Cichorium intybus,166,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Blue Sailors, Chickory, Chicory, Coffeeweed, Common Chicory, French Endive, Succory",Cichorium intybus,166,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Barratt's Sedge,Carex barrattii,103,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Dwarf Bilberry, Dwarf Blueberry",Vaccinium cespitosum,217,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Hairyfruit Valerian, Hairyfruit Valeriana",Valeriana acutiloba var. pubicarpa,87,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Arrowleaf Groundsel, Arrowleaf Ragwort",Senecio triangularis,117,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Red Phalarope,Phalaropus fulicarius,36,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Different Nerve Sedge, Different-Nerve Sedge",Carex heteroneura var. heteroneura,130,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Northern Reedgrass, Slim-Stem Reed Grass",Calamagrostis stricta ssp. inexpansa,179,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Brook Trout,Salvelinus fontinalis,145,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,"Aurora Trout, Brook Trout, Charr, Coaster Brook Trout, Salter, Sea Trout",Salvelinus fontinalis,145,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,White-Throated Sparrow,Zonotrichia albicollis,210,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Sleepy Catchfly,Silene antirrhina,250,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Catchfly, Sleepy Campion, Sleepy Catchfly, Sleepy Silene",Silene antirrhina,250,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Bay-Breasted Warbler,Dendroica castanea,252,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bee-Balm, Oswego Tea Bee-Balm",Monarda didyma,82,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Fish,Yellowstone Cutthroat Trout,Oncorhynchus clarkii bouvieri,114,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Fish,Fantail Darter,Etheostoma flabellare,264,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Mount Rose Buckwheat, Rosy Buckwheat",Eriogonum rosense,260,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Entodon Moss,Entodon cladorrhizans,90,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"California Brome, Mountain Brome",Bromus carinatus,51,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Fish,Tuckasegee Darter,Etheostoma gutselli,104,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Ephemerum Moss,Ephemerum spinulosum,103,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Chickpea Milkvetch, Cicer Milkvetch",Astragalus cicer,119,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Flaxleaf Plainsmustard, Rush Mustard",Schoenocrambe linifolia,102,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Fish,Spotfin Chub,Erimonax monachus,109,Threatened
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,"Feral Hog, Wild Pig",Sus scrofa,106,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,"Pig, Pig (Feral), Wild Boar, Wild Boar",Sus scrofa,106,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Sweetgrass, Vanilla Grass",Hierochloe odorata,232,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Little Redstem Monkeyflower, Red Monkeyflower, Redstem Monkey-Flower",Mimulus rubellus,137,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Horned Lark,Eremophila alpestris,114,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Nonvascular Plant,Amblystegium Moss,Amblystegium serpens,251,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,White-Rumped Sandpiper,Calidris fuscicollis,259,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Klamath Plum,Prunus subcordata,72,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"European Lily-Of-The-Valley, Lily-Of-The-Valley",Convallaria majalis,65,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Spanish-Needles,Bidens bipinnata,146,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Selwyn's Pylaisiella Moss,Pylaisiella selwynii,141,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Round-Leaved Hawthorn,Crataegus punctata,109,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Alpine Ladyfern,Athyrium alpestre var. americanum,125,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Parish's Yampah,Perideridia parishii ssp. latifolia,262,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Arctic Alpine Forget-Me-Not,Eritrichium nanum var. elongatum,93,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Little Larkspur,Delphinium bicolor ssp. bicolor,128,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Smoky Shrew,Sorex fumeus,101,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Nonvascular Plant,Controverial Weissia Moss,Weissia controversa,62,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Red Willow,Salix laevigata,96,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Tall Woodland Blueberry,Vaccinium corymbosum,243,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Alpine Golden Buckwheat,Eriogonum flavum var. flavum,129,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Deer Muhly, Deergrass",Muhlenbergia rigens,106,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Canada Goose,Branta canadensis,134,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Northern Saw-Whet Owl,Aegolius acadicus,234,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Amphibian,Boreal Chorus Frog,Pseudacris maculata,63,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Douglas' Knotweed,Polygonum douglasii ssp. douglasii,155,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Green Bristlegrass,Setaria viridis var. major,135,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Menzies' Campion,Silene menziesii var. viscosa,141,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Maryland Tick-Treefoil, Narrow Tick-Trefoil",Desmodium marilandicum,82,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Mountain Holly,Ilex montana,179,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Western Needlegrass,Achnatherum occidentale,73,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Blue Sedge,Carex complanata,249,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",Gentianella amarella ssp. acuta,130,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Longleaf Spikegrass, Longleaf Woodoats",Chasmanthium sessiliflorum,155,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Forget-Me-Not Popcornflower,Plagiobothrys myosotoides,249,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Intermediate Enchanter's Nightshade, Larger Enchanter's-Nightshade",Circaea lutetiana ssp. canadensis,69,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Mammal,"Wild Cat, Wildcat",Felis silvestris,61,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Pursh's Rattlebox, Rattlebox",Crotalaria purshii,234,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Oneflower Helianthella,Helianthella uniflora,86,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Amphibian,Sierra Nevada Yellow-Legged Frog,Rana sierrae,31,Endangered
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Trelease's Draba,Draba paysonii var. treleasii,102,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Matted Lupine,Lupinus breweri var. grandiflorus,62,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Common Lambsquarters, Lambsquarters, Lambsquarters Goosefoot, White Goosefoot",Chenopodium album,152,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Resurrection Fern,Pleopeltis polypodioides,49,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Trifoliate Orange,Poncirus trifoliata,43,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Wild Hydrangea,Hydrangea arborescens,247,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Asiatic Dayflower, Common Dayflower",Commelina communis,110,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"A Sedge, Drooping Sedge",Carex gynandra,114,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Dodder, Gronovius Dodder",Cuscuta gronovii,254,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Red-Berried Moonseed, Snailseed, Coralbead",Cocculus carolinus,142,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Amphibian,Mud Salamander,Pseudotriton montanus,241,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Columbia Needlegrass, Dore's Needlegrass",Achnatherum nelsonii ssp. dorei,221,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Nonvascular Plant,Campylium Moss,Campylium radicale,151,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Desert Arrow-Grass,Triglochin concinna var. debilis,256,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Allegheny Chinkapin,Castanea pumila,136,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Arroyo Willow,Salix lasiolepis,280,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Fowl Bluegrass, Marsh Bluegrass",Poa palustris,98,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Fowl Blue Grass, Fowl Bluegrass",Poa palustris,98,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Ramps, Wild Leeks, Small White Leek",Allium tricoccum,66,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Alpinebog Swertia, Felwort, Star Gentian",Swertia perennis,232,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Filiform Rockjasmine, Slender Rockjasmine, Slender-Stemmed Androsace",Androsace filiformis,150,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Dwarf Groundsmoke, Low Groundsmoke",Gayophytum humile,121,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Slender Betony, Smooth Hedgenettle, Smooth Hedge-Nettle",Stachys tenuifolia,122,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Prickly Bog Sedge,Carex atlantica,78,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Bird,Yellow-Throated Vireo,Vireo flavifrons,161,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Silver Pussytoes, Silvery Pussytoes",Antennaria argentea,53,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Common Four-O'Clock, Four-O?Clock",Mirabilis jalapa,253,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Shorttooth Canadian Milkvetch,Astragalus canadensis var. brevidens,158,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Mammal,Eastern Cottontail,Sylvilagus floridanus,114,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Goosefoot Violet,Viola purpurea ssp. integrifolia,246,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Evening Snow, Eveningsnow",Linanthus dichotomus,109,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Amphibian,Northern Spring Peeper,Pseudacris crucifer crucifer,103,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Columbia Brome,Bromus vulgaris,130,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Sugar Pine Dwarf Mistletoe,Arceuthobium californicum,121,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common Mallow, Dwarf Cheeseweed",Malva neglecta,122,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Buttonweed, Cheeseplant, Cheeseweed, Common Mallow, Dwarf Mallow, Roundleaf Mallow",Malva neglecta,122,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Bluebead Lily, Clinton Lily",Clintonia borealis,171,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Dropseed,Sporobolus compositus var. compositus,243,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Fish,Whitetail Shiner,Cyprinella galactura,100,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Colt's Foot,Tussilago farfara,95,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"May Apple, May-Apple",Podophyllum peltatum,228,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Dwarf Checkerbloom,Sidalcea malviflora ssp. asprella,89,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Mountain-Mint, Single-Haired Mountain-Mint",Pycnanthemum montanum,75,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"White Amaranthus, White Pigweed",Amaranthus albus,148,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Pigweed, Pigweed Amaranth, Prostrate Pigweed, Tumble Pigweed, Tumbleweed, White Pigweed",Amaranthus albus,148,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Shockley's Ivesia, Sky Mousetail",Ivesia shockleyi var. shockleyi,84,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"American Spikenard, Wild Spikenard",Aralia racemosa,58,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"American Waterplantain, European Water Plantain",Alisma plantago-aquatica,140,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Flat-Stalk Pondweed, Fries' Pondweed",Potamogeton friesii,262,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Crack Willow,Salix fragilis,54,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Bird,Mountain Chickadee,Poecile gambeli,53,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Common Balm, Garden Balm",Melissa officinalis,252,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Zigzag Spiderwort,Tradescantia subaspera,78,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Bird,Cinnamon Teal,Anas cyanoptera,94,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Bristly Muhly, Marsh Muhly, Spiked Muhly",Muhlenbergia glomerata,91,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Smooth Cat's Ear, Smooth Catsear",Hypochaeris glabra,141,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Small Pondweed,Potamogeton pusillus ssp. tenuissimus,234,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Mat Milkvetch,Astragalus kentrophyta var. tegetarius,148,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Bird,Canvasback,Aythya valisineria,250,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Digynum Flax, Northwestern Yellowflax",Sclerolinon digynum,73,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Creeping Snowberry,Symphoricarpos mollis,103,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Nonvascular Plant,Acrobolbus,Acrobolbus ciliatus,114,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"American Water-Lily, White Water-Lily",Nymphaea odorata,95,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Bridges' Cliffbrake,Pellaea bridgesii,172,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Bitternut Hickory, Bitter-Nut Hickory",Carya cordiformis,123,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Heller's Cudweed,Pseudognaphalium helleri ssp. helleri,39,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Mintleaf Bergamot, Wild Bergamot",Monarda fistulosa var. menthifolia,131,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Post Oak,Quercus stellata,168,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Granite Draba, Lemmon's Draba",Draba lemmonii var. lemmonii,111,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Cat's Ear, Spotted Cat's-Ear",Hypochaeris radicata,86,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Spotted Cats-Ear, Hairy Cats-Ear, Gosmore",Hypochaeris radicata,86,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Common Cat's-Ear, False Dandelion, Frogbit, Gosmore, Hairy Cat's Ear, Hairy Catsear, Spotted Catsear",Hypochaeris radicata,86,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Scouringrush Horsetail,Equisetum hyemale var. affine,184,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",Equisetum hyemale var. affine,184,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Vasey's Trillium,Trillium vaseyi,241,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,"Little Brown Bat, Little Brown Myotis",Myotis lucifugus,207,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Myotis lucifugus,207,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Mammal,Little Brown Myotis,Myotis lucifugus,207,Species of Concern
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Reptile,Eastern Earth Snake,Virginia valeriae valeriae,124,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Woolly Groundsel,Packera cana,117,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Scented Pussytoes,Antennaria aromatica,256,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,Velvetleaf,Abutilon theophrasti,138,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Alaska Large Awn Sedge,Carex macrochaeta,243,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Sierra Blazingstar,Mentzelia crocea,234,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Winecup Clarkia, Winecup Fairyfan",Clarkia purpurea ssp. quadrivulnera,115,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Broad Waterweed, Canada Waterweed, Canadian Waterweed",Elodea canadensis,102,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Prostrate Eryngo, Rattlesnake-Master",Eryngium prostratum,84,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Lesser Burdock, Lesser Burrdock",Arctium minus,142,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,"Beggar's Button, Burdock, Common Burdock, Lesser Burdock, Lesser Burrdock, Small Burdock, Smaller Burdock, Wild Burdock, Wild Rhubarb",Arctium minus,142,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Pineappleweed,Chamomilla suaveolens,283,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Vascular Plant,"Nut-Rush, Whip Nutrush",Scleria triglomerata,101,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Boxleaf, Boxleaf Myrtle, Mountain Lover, Oregon Boxleaf",Paxistima myrsinites,216,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Catchweed Bedstraw, Cleavers",Galium aparine,222,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",Galium aparine,222,
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Harford's Oniongrass,Melica harfordii,220,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,"Leafy Bulrush, Many-Leaved Bulrush",Scirpus polyphyllus,56,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Threebract Onion,Allium tribracteatum,125,Species of Concern
Yellowstone National Park,YELL,"WY, MT, ID",44.6,-110.5,2219791,Vascular Plant,Santa Lucia Suncup,Camissonia luciae,224,
Yosemite National Park,YOSE,CA,37.83,-119.5,761266,Mammal,"Allegheny Woodrat, Appalachian Woodrat",Neotoma magister,127,
Bryce National Park,BRCA,UT,37.57,-112.18,35835,Vascular Plant,Tall Lespedeza,Lespedeza stuevei,122,
Great Smoky Mountains National Park,GRSM,"TN, NC",35.68,-83.53,521490,Vascular Plant,Swollen Penstemon,Penstemon rydbergii var. rydbergii,77,
